%Date etc_1_am etc_1_pm slope_1_am slope_1_pm  etc_2_am etc_2_pm slope_2_am slope_2_pm detc_1_am detc_1_pm dslope_1_am dslope_1_pm  detc_2_am detc_2_pm dslope_2_am dslope_2_p
737296.000000 1623.1 1617.9  959.88  970.42 1625.8 1620.2  958.80  969.53     4.6   -2.1  960.81  971.84    4.9   -3.8  959.18  971.39 
737297.000000 1631.5 1625.7  972.13  983.02 1634.2 1627.7  970.92  982.14    14.8    9.0  971.85  982.99   15.9    8.5  969.98  981.79 
737298.000000 1619.3 1623.0 1000.59  999.26 1621.9 1624.5  999.56  998.83     3.0    7.3 1000.18  998.75    3.9    4.2  998.44  998.83 
737299.000000 1623.4 1618.7  991.11  997.67 1626.3 1619.4  989.80  997.33     5.9    0.1  991.54  998.60    5.0   -1.8  990.53  998.10 
737300.000000 1620.5 1622.7  967.57  969.66 1622.2 1625.1  967.00  968.77     3.3    6.0  967.83  969.41    2.5    3.7  967.04  969.40 
737301.000000 1629.6 1611.4  960.33  984.90 1632.7 1611.9  958.63  984.66    13.9   -6.0  959.57  984.65   13.0   -6.8  958.77  983.50 
737302.000000 1607.4 1612.9  987.57  992.94 1609.2 1614.7  986.77  992.12    -7.8   -4.7  986.49  993.24   -8.8   -6.4  985.56  992.73 
737303.000000 1620.0 1615.2  982.09  999.14 1622.0 1616.1  981.49  998.66     5.3   -2.8  980.91  999.60    4.0   -4.7  980.48  999.10 
737304.000000 1628.0 1629.9  975.67  976.78 1630.9 1631.2  974.34  976.28    11.0   10.3  975.47  977.78   10.6    9.5  974.21  977.02 
737305.000000 1619.7 1628.4  980.61  972.89 1621.6 1629.4  979.86  972.41     3.0   10.1  980.57  973.88    1.7    7.9  979.98  973.26 
737309.000000    NaN 1619.5     NaN  990.51    NaN 1620.8     NaN  989.99     NaN    0.6     NaN  991.59    NaN    0.9     NaN  990.13 
737310.000000 1633.4    NaN 1001.85     NaN 1634.6    NaN 1001.41     NaN    16.3    NaN 1001.94     NaN   14.5    NaN 1001.38     NaN 
737313.000000 1616.8    NaN  987.99     NaN 1619.3    NaN  986.86     NaN     2.6    NaN  986.60     NaN    0.5    NaN  986.41     NaN 
737314.000000    NaN 1620.2     NaN  989.02    NaN 1622.6     NaN  987.83     NaN    4.7     NaN  987.97    NaN    4.5     NaN  986.81 
737319.000000 1619.2 1622.4  949.00  960.78 1620.9 1623.7  948.37  960.38     1.9    6.6  948.94  960.07    1.6    4.9  947.97  959.53 
737320.000000 1627.1    NaN  956.30     NaN 1630.4    NaN  955.03     NaN    11.1    NaN  955.64     NaN   11.9    NaN  954.10     NaN 
737321.000000 1602.7 1627.2  978.12  955.88 1604.8 1629.2  977.16  954.90   -13.3   11.4  977.73  955.18  -14.3    8.4  976.90  955.30 
737322.000000 1621.8    NaN  936.10     NaN 1624.7    NaN  934.59     NaN     5.2    NaN  936.01     NaN    6.1    NaN  934.39     NaN 
737324.000000 1634.5 1626.8  937.59  942.42 1638.7 1627.9  935.61  941.99    18.5    8.0  937.29  943.64   18.0    5.7  936.23  943.33 
737325.000000 1627.4 1633.7  940.77  939.02 1629.2 1636.3  940.04  937.86    12.8   14.7  939.52  939.98   11.7   12.0  938.60  940.04 
737328.000000 1631.2    NaN  939.98     NaN 1632.7    NaN  939.24     NaN    13.6    NaN  940.30     NaN   12.4    NaN  939.50     NaN 
737329.000000 1631.4    NaN  935.94     NaN 1633.0    NaN  935.25     NaN    14.5    NaN  935.59     NaN   13.1    NaN  935.04     NaN 
737336.000000 1620.6    NaN  964.06     NaN 1622.4    NaN  963.31     NaN    -0.5    NaN  966.41     NaN   -1.2    NaN  965.37     NaN 
737345.000000 1608.0    NaN  949.33     NaN 1609.2    NaN  948.92     NaN    -7.6    NaN  948.65     NaN   -9.0    NaN  948.01     NaN 
737346.000000 1602.5    NaN  909.21     NaN 1604.6    NaN  908.40     NaN   -16.3    NaN  909.96     NaN  -15.9    NaN  908.53     NaN 
737348.000000 1611.0 1618.4  847.90  842.82 1612.2 1618.4  847.38  842.89    -6.8   -3.5  848.20  845.69   -7.4   -5.1  847.24  845.07 
737349.000000 1606.2    NaN  864.84     NaN 1608.4    NaN  864.13     NaN   -11.6    NaN  865.00     NaN  -11.0    NaN  863.71     NaN 
737364.000000 1621.6    NaN  987.24     NaN 1623.3    NaN  986.51     NaN    16.1    NaN  984.63     NaN    8.2    NaN  983.86     NaN 
737367.000000 1616.1 1603.0  925.34  929.44 1617.7 1604.2  924.73  929.11     3.5   -6.1  926.73  928.86   -5.4  -14.5  926.36  928.46 
737369.000000 1619.8    NaN  921.70     NaN 1622.2    NaN  920.92     NaN     9.7    NaN  921.75     NaN    2.3    NaN  920.75     NaN 
737370.000000 1618.9 1617.4  908.91  909.11 1620.7 1618.4  908.19  908.70    11.6    6.6  907.66  909.70    2.3   -2.0  907.36  909.10 
737371.000000 1627.9 1614.1  885.80  892.66 1629.4 1614.9  885.18  892.49    16.3    4.9  886.51  892.46    8.4   -5.1  885.89  892.55 
737372.000000 1618.2 1622.5  876.10  869.87 1620.0 1623.3  875.46  869.64     7.4   13.3  876.53  869.34   -0.8    3.9  875.86  869.08 
737373.000000 1639.3    NaN  857.63     NaN 1641.7    NaN  856.61     NaN    28.0    NaN  858.24     NaN   20.8    NaN  857.04     NaN 
737374.000000    NaN 1612.1     NaN  866.20    NaN 1615.1     NaN  864.94     NaN   -0.2     NaN  867.60    NaN   -8.4     NaN  866.97 
737375.000000 1631.4    NaN  867.78     NaN 1633.1    NaN  867.19     NaN    19.3    NaN  868.79     NaN   12.0    NaN  867.65     NaN 
737389.000000 1585.2 1638.5  857.89  815.29 1588.4 1640.7  856.52  814.62   -28.0   27.6  859.52  815.71  -36.3   19.4  858.79  815.09 
737392.000000    NaN 1635.8     NaN  805.08    NaN 1637.3     NaN  804.73     NaN   26.3     NaN  804.74    NaN   18.5     NaN  803.99 
737396.000000 1622.2 1639.2  837.80  831.20 1623.8 1642.2  837.13  830.06    11.0   30.4  838.21  830.74    2.9   23.4  837.55  829.61 
737397.000000 1601.9 1628.1  854.23  840.91 1604.3 1630.8  853.28  839.86   -10.1   17.0  855.10  841.50  -18.3   10.5  854.38  840.27 
737398.000000 1617.7    NaN  840.43     NaN 1619.6    NaN  839.71     NaN     5.4    NaN  841.54     NaN   -2.2    NaN  840.50     NaN 
737399.000000 1643.7    NaN  844.94     NaN 1645.9    NaN  843.96     NaN    36.1    NaN  843.81     NaN   28.7    NaN  842.63     NaN 
737402.000000 1633.4 1598.8  833.69  845.84 1635.8 1599.2  832.67  845.98    13.6  -10.9  838.30  845.82    8.4  -20.7  836.35  845.93 
737404.000000 1640.5 1597.2  810.70  838.50 1642.5 1597.8  809.83  838.38    30.5  -14.3  810.68  839.20   22.5  -23.0  809.83  838.74 
737405.000000    NaN 1639.8     NaN  857.06    NaN 1642.0     NaN  856.15     NaN   30.5     NaN  856.94    NaN   22.2     NaN  856.33 
737406.000000 1617.6    NaN  857.92     NaN 1618.4    NaN  857.59     NaN    -0.7    NaN  861.86     NaN   -8.5    NaN  860.95     NaN 
737407.000000 1597.4 1641.7  832.35  807.35 1598.7 1643.7  831.76  806.47   -12.2   27.6  831.97  809.02  -20.6   20.4  831.33  807.93 
737408.000000 1651.4 1607.5  788.15  815.77 1653.1 1609.1  787.36  815.25    39.3   -2.0  789.28  815.21   30.9   -8.8  788.55  814.07 
737409.000000    NaN 1649.3     NaN  824.59    NaN 1650.2     NaN  824.20     NaN   39.8     NaN  824.14    NaN   31.4     NaN  823.77 
737410.000000 1591.6 1639.6  827.19  800.12 1594.5 1642.0  826.02  799.25   -16.8   30.7  826.45  799.44  -24.2   21.7  825.44  799.18 
737411.000000 1641.4 1614.3  811.64  828.49 1643.7 1616.3  810.66  827.66    32.0    5.0  811.34  827.95   24.8   -2.8  810.17  827.13 
737412.000000    NaN 1630.8     NaN  880.12    NaN 1633.7     NaN  878.86     NaN   15.8     NaN  882.11    NaN    7.4     NaN  881.54 
737413.000000    NaN 1641.1     NaN  875.01    NaN 1644.1     NaN  873.71     NaN   30.8     NaN  874.76    NaN   23.2     NaN  873.81 
737414.000000 1578.0    NaN  865.85     NaN 1579.0    NaN  865.57     NaN   -34.0    NaN  866.80     NaN  -41.5    NaN  865.66     NaN 
737415.000000    NaN 1635.3     NaN  797.36    NaN 1637.5     NaN  796.61     NaN   20.5     NaN  799.60    NaN   12.2     NaN  799.02 
737416.000000    NaN 1640.1     NaN  771.68    NaN 1641.8     NaN  771.14     NaN   27.9     NaN  772.68    NaN   19.9     NaN  771.88 
737419.000000 1627.8 1582.8  826.70  852.74 1630.6 1583.7  825.52  852.45    11.6  -27.8  829.51  853.00    3.8  -36.8  828.63  852.72 
737420.000000    NaN 1556.5     NaN  918.52    NaN 1558.3     NaN  917.81     NaN  -52.9     NaN  918.40    NaN  -61.5     NaN  917.85 
737422.000000    NaN 1589.3     NaN  946.46    NaN 1589.8     NaN  946.48     NaN  -26.0     NaN  948.96    NaN  -33.5     NaN  947.94 
737427.000000 1642.1 1629.2  813.94  816.90 1644.2 1630.5  813.13  816.42    33.0   13.8  813.57  819.74   26.3    5.1  812.26  819.34 
737431.000000 1608.6 1567.5  865.49  893.29 1613.0 1567.9  863.45  893.10    -3.8  -44.4  866.54  894.24  -11.2  -52.5  865.53  893.46 
737436.000000 1606.7    NaN  873.41     NaN 1610.2    NaN  871.97     NaN    -3.4    NaN  873.44     NaN  -11.1    NaN  872.73     NaN 
737440.000000    NaN 1614.0     NaN  848.57    NaN 1617.0     NaN  847.31     NaN  -10.0     NaN  855.60    NaN  -15.9     NaN  853.73 
737444.000000 1623.7 1629.5  818.80  809.99 1625.4 1631.6  818.23  809.01    11.9   21.5  819.66  809.02    5.1   14.4  818.45  807.66 
737450.000000 1607.3 1628.7  831.16  812.94 1609.6 1630.7  830.31  812.22    -3.6   17.7  831.56  813.74    0.2   18.9  830.02  813.44 
737452.000000 1607.5 1624.7  873.44  857.18 1610.6 1626.5  872.36  856.68    -7.4   15.3  876.22  856.79   -5.1   16.6  875.37  856.44 
737456.000000 1627.3 1566.5  837.24  883.97 1628.7 1566.9  836.79  883.74    18.1  -44.3  836.71  884.12   20.6  -42.2  835.67  883.33 
737458.000000 1615.5    NaN  932.25     NaN 1618.2    NaN  931.24     NaN    10.6    NaN  929.60     NaN   13.8    NaN  928.39     NaN 
737459.000000 1593.9    NaN  936.55     NaN 1596.6    NaN  935.65     NaN   -11.2    NaN  934.49     NaN   -9.0    NaN  933.67     NaN 
737460.000000 1612.8 1596.3  824.20  841.19 1614.4 1598.5  823.52  840.28     2.9  -16.8  824.13  842.63    5.1  -16.9  823.25  843.00 
737461.000000 1629.8    NaN  822.45     NaN 1632.1    NaN  821.47     NaN    17.4    NaN  823.76     NaN   18.1    NaN  823.51     NaN 
737462.000000 1603.7    NaN  837.52     NaN 1605.6    NaN  836.86     NaN    -5.5    NaN  837.04     NaN   -2.2    NaN  835.62     NaN 
737465.000000 1624.7    NaN  941.40     NaN 1626.1    NaN  940.85     NaN    11.1    NaN  943.36     NaN   12.9    NaN  942.57     NaN 
737466.000000 1569.1    NaN  947.75     NaN 1572.4    NaN  946.19     NaN   -38.9    NaN  946.46     NaN  -36.6    NaN  945.37     NaN 
737469.000000 1591.8 1613.0  876.59  855.49 1592.0 1614.6  876.70  854.85   -16.9   -2.7  875.81  858.50  -15.3   -0.9  875.27  857.81 
737476.000000 1621.0    NaN  970.12     NaN 1622.5    NaN  969.42     NaN    10.4    NaN  970.44     NaN   13.4    NaN  969.08     NaN 
737477.000000 1575.3    NaN  883.31     NaN 1575.8    NaN  883.32     NaN   -35.5    NaN  883.80     NaN  -33.8    NaN  883.14     NaN 
737478.000000    NaN 1598.0     NaN  851.44    NaN 1598.0     NaN  851.52     NaN  -12.5     NaN  851.71    NaN  -11.8     NaN  851.39 
737480.000000 1617.1    NaN  885.92     NaN 1618.3    NaN  885.60     NaN    10.0    NaN  884.30     NaN   10.7    NaN  884.28     NaN 
737481.000000 1627.2 1594.1  849.06  878.03 1629.1 1596.0  848.36  877.14    16.4  -15.8  849.53  877.98   16.9  -14.1  849.55  877.15 
737485.000000 1589.4 1610.9  846.52  838.85 1591.2 1612.6  845.83  838.15   -16.2   -0.3  843.86  839.46  -14.5    2.3  843.29  838.50 
737487.000000    NaN 1576.4     NaN  876.05    NaN 1576.0     NaN  876.35     NaN  -34.6     NaN  876.49    NaN  -34.2     NaN  876.43 
737488.000000 1600.9 1610.6  850.15  845.06 1603.5 1611.2  848.94  844.94    -9.5   -1.7  850.20  846.33   -6.8   -0.4  849.05  845.71 
737489.000000 1609.4    NaN  835.62     NaN 1611.9    NaN  834.70     NaN    -2.2    NaN  836.39     NaN   -0.7    NaN  835.93     NaN 
737491.000000 1573.1    NaN  953.82     NaN 1574.4    NaN  953.52     NaN   -36.6    NaN  953.40     NaN  -34.6    NaN  952.85     NaN 
737494.000000 1624.5 1609.8  839.26  855.21 1625.5 1610.3  839.08  854.95    14.6   -2.8  839.23  856.54   15.9   -2.0  838.84  856.21 
737495.000000 1623.9 1617.4  850.82  860.92 1626.3 1618.4  849.90  860.64    14.6    6.7  850.62  861.11   16.8    5.8  849.82  861.81 
737497.000000    NaN 1617.8     NaN  910.99    NaN 1619.9     NaN  910.05     NaN    8.2     NaN  910.82    NaN    8.6     NaN  910.73 
737499.000000    NaN 1607.2     NaN  934.84    NaN 1609.0     NaN  934.02     NaN   -8.1     NaN  937.92    NaN   -6.4     NaN  937.16 
737500.000000 1574.2 1617.0  954.81  933.85 1575.6 1617.7  954.37  933.52   -31.8   -2.1  952.60  938.58  -31.2   -1.4  952.62  938.40 
737503.000000 1608.4 1617.7  986.57  991.08 1612.2 1619.4  984.74  990.40    -1.0    4.5  986.53  992.97    0.1    4.4  985.94  993.06 
737533.000000    NaN 1604.0     NaN 1024.71    NaN 1605.7     NaN 1023.88     NaN   -6.9     NaN 1025.19    NaN   -5.3     NaN 1024.49 
737534.000000 1620.7 1608.0 1010.84 1026.09 1623.3 1609.1 1009.75 1025.41     8.9   -0.3 1011.99 1024.87   11.6    0.5 1010.91 1024.48 
737535.000000    NaN 1598.5     NaN 1016.33    NaN 1599.3     NaN 1015.63     NaN  -10.4     NaN 1015.65    NaN   -9.0     NaN 1014.98 
737536.000000    NaN 1585.4     NaN 1149.19    NaN 1586.6     NaN 1148.73     NaN  -27.7     NaN 1150.52    NaN  -25.8     NaN 1149.76 
737541.000000 1614.8    NaN 1169.61     NaN 1617.7    NaN 1168.26     NaN     6.6    NaN 1168.77     NaN    9.5    NaN 1167.26     NaN 
737542.000000    NaN 1623.5     NaN 1019.49    NaN 1625.2     NaN 1018.62     NaN    9.6     NaN 1021.64    NaN    9.7     NaN 1021.68 
737544.000000 1606.8    NaN 1003.68     NaN 1608.7    NaN 1002.74     NaN    -3.5    NaN 1003.81     NaN   -2.1    NaN 1003.24     NaN 
737545.000000    NaN 1628.3     NaN 1024.95    NaN 1630.2     NaN 1024.31     NaN   13.2     NaN 1027.82    NaN   14.8     NaN 1027.07 
737546.000000 1612.9 1610.6 1055.64 1096.09 1614.6 1614.0 1054.69 1094.58     4.0    2.3 1054.95 1095.36    6.2    3.8 1053.88 1094.70 
737547.000000 1604.7    NaN 1081.50     NaN 1607.2    NaN 1080.34     NaN    -0.2    NaN 1078.83     NaN    3.8    NaN 1076.99     NaN 
737548.000000    NaN 1611.1     NaN 1112.71    NaN 1612.0     NaN 1112.44     NaN    1.0     NaN 1112.54    NaN    1.4     NaN 1112.44 
737549.000000    NaN 1578.6     NaN 1064.67    NaN 1580.1     NaN 1063.86     NaN  -34.0     NaN 1065.76    NaN  -33.0     NaN 1065.43 
737550.000000 1609.2 1587.1 1028.59 1066.59 1610.6 1589.8 1027.90 1065.39     1.7  -21.8 1027.24 1066.16    1.9  -19.9 1027.21 1065.35 
737551.000000    NaN 1597.4     NaN 1063.72    NaN 1599.3     NaN 1062.83     NaN   -9.3     NaN 1061.98    NaN   -7.9     NaN 1061.34 
737552.000000 1627.2    NaN 1054.24     NaN 1629.6    NaN 1053.28     NaN    15.1    NaN 1055.57     NaN   16.9    NaN 1054.80     NaN 
737553.000000 1590.9 1612.1 1071.21 1056.58 1592.0 1614.6 1070.73 1055.55   -20.9   -1.4 1072.37 1058.71  -18.3    1.1 1071.29 1057.68 
737554.000000 1605.9 1618.5 1016.12 1021.54 1607.1 1619.3 1015.61 1021.40    -4.1    6.8 1016.09 1022.40   -1.6    7.3 1015.02 1022.57 
737555.000000 1616.7 1612.3 1018.73 1038.48 1617.3 1613.6 1018.32 1037.87     3.5   -0.1 1020.54 1039.56    5.0    1.4 1019.64 1038.88 
737558.000000 1591.7 1583.3 1014.09 1012.57 1592.9 1584.3 1013.70 1012.26   -16.4  -24.6 1012.99 1011.36  -14.2  -23.9 1011.99 1011.17 
737559.000000    NaN 1581.3     NaN 1064.47    NaN 1582.5     NaN 1063.61     NaN  -25.4     NaN 1062.47    NaN  -24.4     NaN 1061.80 
737560.000000 1583.2    NaN 1067.15     NaN 1583.8    NaN 1067.15     NaN   -22.7    NaN 1064.80     NaN  -19.6    NaN 1063.64     NaN 
737562.000000 1590.7 1585.9 1112.77 1117.51 1592.8 1587.8 1111.84 1116.67   -16.7  -19.6 1111.37 1114.02  -16.2  -15.0 1111.12 1112.08 
737564.000000 1589.0 1622.8 1017.28 1006.19 1592.5 1625.1 1015.46 1005.25   -21.3    6.7 1017.48 1009.37  -18.0    8.2 1015.76 1009.01 
737565.000000 1613.4 1620.2  992.10  995.37 1614.9 1621.7  991.78  994.71     3.0   12.4  992.50  994.25    4.7   15.0  991.84  993.10 
737567.000000 1615.0    NaN 1084.85     NaN 1617.3    NaN 1083.94     NaN     0.9    NaN 1087.07     NaN    3.3    NaN 1086.03     NaN 
737568.000000 1602.6 1603.3 1068.24 1078.06 1604.8 1604.8 1067.14 1077.37    -5.5   -4.7 1067.40 1077.01   -2.9   -4.1 1066.27 1076.70 
737569.000000 1580.3    NaN 1099.36     NaN 1582.1    NaN 1098.50     NaN   -23.7    NaN 1096.34     NaN  -22.1    NaN 1095.53     NaN 
737570.000000 1595.5 1611.4 1080.06 1065.00 1598.1 1611.6 1078.85 1065.01   -12.6    2.1 1079.08 1064.48   -9.2    3.9 1077.46 1063.75 
737571.000000    NaN 1614.2     NaN 1031.28    NaN 1616.4     NaN 1030.38     NaN    6.1     NaN 1030.05    NaN    8.1     NaN 1029.26 
737573.000000 1586.0    NaN 1101.26     NaN 1588.5    NaN 1100.08     NaN   -23.0    NaN 1100.62     NaN  -19.9    NaN 1099.34     NaN 
737574.000000 1619.5 1611.6 1038.04 1067.43 1621.6 1612.4 1037.25 1066.97     7.9   -0.7 1038.82 1068.49   10.2    0.0 1037.70 1068.22 
737575.000000    NaN 1609.2     NaN 1066.71    NaN 1611.9     NaN 1065.33     NaN    1.5     NaN 1065.62    NaN    4.2     NaN 1064.48 
737576.000000    NaN 1619.4     NaN 1086.81    NaN 1620.7     NaN 1086.27     NaN    8.1     NaN 1087.75    NaN    9.1     NaN 1087.33 
737577.000000    NaN 1621.9     NaN 1100.49    NaN 1622.5     NaN 1100.43     NaN   10.2     NaN 1101.52    NaN    9.8     NaN 1101.62 
737582.000000    NaN 1611.3     NaN 1051.44    NaN 1612.8     NaN 1050.79     NaN    6.4     NaN 1048.68    NaN    7.0     NaN 1048.24 
