%Date etc_1_am etc_1_pm slope_1_am slope_1_pm  etc_2_am etc_2_pm slope_2_am slope_2_pm detc_1_am detc_1_pm dslope_1_am dslope_1_pm  detc_2_am detc_2_pm dslope_2_am dslope_2_p
736404.000000 1609.9 1624.6 1009.69  993.39 1609.9 1624.6 1009.69  993.39    -4.0    8.8 1008.87  994.37   -4.0    8.8 1008.87  994.37 
736408.000000 1602.5 1595.1  979.75  983.58 1602.5 1595.1  979.75  983.58   -16.2  -21.2  981.70  984.15  -16.2  -21.2  981.70  984.15 
736411.000000 1622.0    NaN 1103.44     NaN 1622.0    NaN 1103.44     NaN     8.2    NaN 1102.93     NaN    8.2    NaN 1102.93     NaN 
736416.000000 1617.3    NaN 1067.28     NaN 1617.3    NaN 1067.28     NaN    -3.8    NaN 1070.55     NaN   -3.8    NaN 1070.55     NaN 
736421.000000 1635.7    NaN  988.83     NaN 1635.7    NaN  988.83     NaN    18.8    NaN  989.48     NaN   18.8    NaN  989.48     NaN 
736424.000000    NaN 1634.4     NaN 1105.40    NaN 1634.4     NaN 1105.40     NaN   19.5     NaN 1105.18    NaN   19.5     NaN 1105.18 
736429.000000 1613.8    NaN 1006.00     NaN 1613.8    NaN 1006.00     NaN    -3.5    NaN 1007.62     NaN   -3.5    NaN 1007.62     NaN 
736432.000000    NaN 1629.5     NaN 1063.39    NaN 1629.5     NaN 1063.39     NaN   17.0     NaN 1062.02    NaN   17.0     NaN 1062.02 
736433.000000 1626.5    NaN 1037.42     NaN 1626.5    NaN 1037.42     NaN    11.0    NaN 1037.47     NaN   11.0    NaN 1037.47     NaN 
736440.000000 1604.7    NaN 1004.26     NaN 1604.7    NaN 1004.26     NaN   -12.6    NaN 1005.47     NaN  -12.6    NaN 1005.47     NaN 
736443.000000 1611.9    NaN  988.81     NaN 1611.9    NaN  988.81     NaN    -2.9    NaN  988.84     NaN   -2.9    NaN  988.84     NaN 
736463.000000    NaN 1624.8     NaN  997.88    NaN 1624.8     NaN  997.88     NaN   12.5     NaN  996.49    NaN   12.5     NaN  996.49 
736464.000000 1614.3    NaN 1011.40     NaN 1614.3    NaN 1011.40     NaN    -4.6    NaN 1013.59     NaN   -4.6    NaN 1013.59     NaN 
736465.000000 1609.9    NaN 1011.72     NaN 1609.9    NaN 1011.72     NaN    -3.6    NaN 1010.79     NaN   -3.6    NaN 1010.79     NaN 
736467.000000 1615.2    NaN 1047.08     NaN 1615.2    NaN 1047.08     NaN     1.0    NaN 1046.59     NaN    1.0    NaN 1046.59     NaN 
736468.000000 1601.0 1613.1 1058.72 1061.00 1601.0 1613.1 1058.72 1061.00   -13.8   -6.2 1058.94 1063.07  -13.8   -6.2 1058.94 1063.07 
736469.000000 1613.9 1595.3 1045.85 1081.93 1613.9 1595.3 1045.85 1081.93     1.9  -16.1 1044.48 1079.89    1.9  -16.1 1044.48 1079.89 
736471.000000 1609.4 1635.5 1111.37 1082.30 1609.4 1635.5 1111.37 1082.30    -5.4   23.5 1110.93 1080.63   -5.4   23.5 1110.93 1080.63 
736473.000000 1607.6 1626.8 1056.28 1030.62 1607.6 1626.8 1056.28 1030.62    -3.7   14.1 1054.15 1029.62   -3.7   14.1 1054.15 1029.62 
736474.000000 1620.6 1604.3 1024.81 1049.27 1620.6 1604.3 1024.81 1049.27     6.2   -9.1 1024.54 1048.41    6.2   -9.1 1024.54 1048.41 
736475.000000 1627.0 1613.5 1035.14 1036.17 1627.0 1613.5 1035.14 1036.17     9.5    3.0 1036.61 1033.88    9.5    3.0 1036.61 1033.88 
736479.000000 1610.9    NaN  943.34     NaN 1610.9    NaN  943.34     NaN    -2.5    NaN  942.71     NaN   -2.5    NaN  942.71     NaN 
736480.000000 1613.0 1612.4  952.50  959.32 1613.0 1612.4  952.50  959.32    -4.4   -3.3  953.80  959.63   -4.4   -3.3  953.80  959.63 
736481.000000 1621.6 1621.9  945.88  950.04 1621.6 1621.9  945.88  950.04     5.0    5.1  946.71  950.91    5.0    5.1  946.71  950.91 
736483.000000 1594.9 1630.0  970.04  953.08 1594.9 1630.0  970.04  953.08   -17.0   13.6  968.24  953.89  -17.0   13.6  968.24  953.89 
736484.000000    NaN 1615.3     NaN  977.29    NaN 1615.3     NaN  977.29     NaN    0.7     NaN  977.09    NaN    0.7     NaN  977.09 
736485.000000 1602.0 1625.5  979.90  970.06 1602.0 1625.5  979.90  970.06    -4.6   11.1  975.77  970.14   -4.6   11.1  975.77  970.14 
736487.000000 1618.0    NaN  981.17     NaN 1618.0    NaN  981.17     NaN    -3.0    NaN  984.26     NaN   -3.0    NaN  984.26     NaN 
736488.000000 1573.4    NaN  996.21     NaN 1573.4    NaN  996.21     NaN   -38.5    NaN  994.80     NaN  -38.5    NaN  994.80     NaN 
736494.000000    NaN 1611.9     NaN 1043.59    NaN 1611.9     NaN 1043.59     NaN    0.7     NaN 1041.57    NaN    0.7     NaN 1041.57 
736495.000000 1610.8    NaN 1025.86     NaN 1610.8    NaN 1025.86     NaN    -0.2    NaN 1024.04     NaN   -0.2    NaN 1024.04     NaN 
736496.000000 1622.3 1615.3  965.60  960.44 1622.3 1615.3  965.60  960.44     4.9    3.4  966.83  958.65    4.9    3.4  966.83  958.65 
736497.000000 1605.2    NaN  968.20     NaN 1605.2    NaN  968.20     NaN    -6.0    NaN  965.96     NaN   -6.0    NaN  965.96     NaN 
736499.000000 1610.2 1613.9  942.20  945.06 1610.2 1613.9  942.20  945.06    -1.2   -1.5  940.51  945.20   -1.2   -1.5  940.51  945.20 
736500.000000 1621.6 1622.8  941.56  944.51 1621.6 1622.8  941.56  944.51     6.8    9.1  941.54  943.97    6.8    9.1  941.54  943.97 
736501.000000 1625.9 1598.2  947.44  989.74 1625.9 1598.2  947.44  989.74    11.8  -16.6  946.76  989.82   11.8  -16.6  946.76  989.82 
736502.000000 1612.1 1611.9  980.21  993.36 1612.1 1611.9  980.21  993.36     1.1   -2.2  977.98  992.89    1.1   -2.2  977.98  992.89 
736508.000000 1598.0 1616.5 1021.99 1013.85 1598.0 1616.5 1021.99 1013.85   -14.8    0.1 1020.85 1014.64  -14.8    0.1 1020.85 1014.64 
736509.000000 1593.0 1606.0  982.21  985.53 1593.0 1606.0  982.21  985.53   -20.1   -8.7  981.18  985.18  -20.1   -8.7  981.18  985.18 
736510.000000 1617.3 1608.4  981.59  990.67 1617.3 1608.4  981.59  990.67     0.4   -5.8  982.74  990.36    0.4   -5.8  982.74  990.36 
736511.000000 1611.8 1595.4  999.10 1006.22 1611.8 1595.4  999.10 1006.22    -4.2  -19.4  999.46 1006.20   -4.2  -19.4  999.46 1006.20 
736512.000000 1611.7 1600.8  988.85 1004.92 1611.7 1600.8  988.85 1004.92    -3.7  -15.5  988.77 1005.52   -3.7  -15.5  988.77 1005.52 
736513.000000 1631.9 1617.1  974.88  991.43 1631.9 1617.1  974.88  991.43    18.9    3.2  973.85  990.65   18.9    3.2  973.85  990.65 
736514.000000    NaN 1630.1     NaN  968.91    NaN 1630.1     NaN  968.91     NaN   15.4     NaN  968.78    NaN   15.4     NaN  968.78 
736515.000000 1622.6 1615.2  964.23  986.53 1622.6 1615.2  964.23  986.53     6.7   -1.7  964.71  987.61    6.7   -1.7  964.71  987.61 
736516.000000 1616.7 1613.2  972.80  975.16 1616.7 1613.2  972.80  975.16     2.6   -4.8  972.52  976.64    2.6   -4.8  972.52  976.64 
736517.000000 1604.0 1606.7  969.36  967.96 1604.0 1606.7  969.36  967.96    -7.7   -8.3  967.49  967.93   -7.7   -8.3  967.49  967.93 
736518.000000 1608.8 1619.1  953.94  957.17 1608.8 1619.1  953.94  957.17    -4.7    3.5  953.37  957.27   -4.7    3.5  953.37  957.27 
736519.000000 1607.2 1611.8  973.70  975.80 1607.2 1611.8  973.70  975.80    -5.7   -3.9  972.58  975.99   -5.7   -3.9  972.58  975.99 
736520.000000 1606.6 1610.9  976.21  980.80 1606.6 1610.9  976.21  980.80    -8.1   -4.8  975.75  981.41   -8.1   -4.8  975.75  981.41 
736521.000000 1614.4    NaN  961.84     NaN 1614.4    NaN  961.84     NaN    -0.1    NaN  961.55     NaN   -0.1    NaN  961.55     NaN 
736522.000000 1605.1 1603.0  974.85  979.89 1605.1 1603.0  974.85  979.89   -11.4  -13.4  975.39  980.42  -11.4  -13.4  975.39  980.42 
736523.000000 1610.9    NaN  984.12     NaN 1610.9    NaN  984.12     NaN    -7.4    NaN  985.45     NaN   -7.4    NaN  985.45     NaN 
736528.000000 1613.5 1623.0  982.24  989.35 1613.5 1623.0  982.24  989.35     0.2    7.4  981.31  989.64    0.2    7.4  981.31  989.64 
736529.000000 1618.7    NaN  979.60     NaN 1618.7    NaN  979.60     NaN     5.9    NaN  978.74     NaN    5.9    NaN  978.74     NaN 
736539.000000 1615.4    NaN  992.70     NaN 1615.4    NaN  992.70     NaN     1.4    NaN  992.17     NaN    1.4    NaN  992.17     NaN 
736540.000000 1605.2    NaN  989.53     NaN 1605.2    NaN  989.53     NaN    -8.9    NaN  989.02     NaN   -8.9    NaN  989.02     NaN 
736544.000000 1608.8 1617.1  968.06  971.35 1608.8 1617.1  968.06  971.35    -7.3    2.0  968.48  971.30   -7.3    2.0  968.48  971.30 
736545.000000 1621.0    NaN  953.95     NaN 1621.0    NaN  953.95     NaN     9.7    NaN  952.07     NaN    9.7    NaN  952.07     NaN 
736549.000000 1625.0 1628.2  976.26  976.55 1625.0 1628.2  976.26  976.55     9.9   14.7  976.17  976.03    9.9   14.7  976.17  976.03 
736550.000000 1603.1 1630.1 1019.28 1009.35 1603.1 1630.1 1019.28 1009.35   -10.7   15.9 1018.61 1008.91  -10.7   15.9 1018.61 1008.91 
736554.000000 1616.1 1599.4  953.07  969.95 1616.1 1599.4  953.07  969.95     2.4  -14.5  952.58  969.54    2.4  -14.5  952.58  969.54 
736555.000000 1591.6 1602.5  968.34  974.72 1591.6 1602.5  968.34  974.72   -17.9  -14.4  965.59  975.74  -17.9  -14.4  965.59  975.74 
736556.000000 1618.5 1596.4  965.03  983.67 1618.5 1596.4  965.03  983.67     2.5  -19.7  965.44  983.89    2.5  -19.7  965.44  983.89 
736557.000000    NaN 1613.7     NaN  981.06    NaN 1613.7     NaN  981.06     NaN   -1.8     NaN  981.46    NaN   -1.8     NaN  981.46 
736558.000000 1613.2 1621.3  972.35  969.52 1613.2 1621.3  972.35  969.52    -2.5    6.3  972.63  969.82   -2.5    6.3  972.63  969.82 
736561.000000 1614.8 1609.9  980.49  993.83 1614.8 1609.9  980.49  993.83    -3.3   -7.0  982.07  995.09   -3.3   -7.0  982.07  995.09 
736562.000000 1617.1 1619.1  970.18  993.14 1617.1 1619.1  970.18  993.14     5.7    0.3  968.59  995.02    5.7    0.3  968.59  995.02 
736565.000000    NaN 1617.3     NaN  961.80    NaN 1617.3     NaN  961.80     NaN   -1.5     NaN  963.54    NaN   -1.5     NaN  963.54 
736566.000000 1613.2 1600.0  948.04  967.36 1613.2 1600.0  948.04  967.36    -2.4  -18.0  948.37  968.88   -2.4  -18.0  948.37  968.88 
736567.000000    NaN 1621.7     NaN  975.96    NaN 1621.7     NaN  975.96     NaN    5.2     NaN  976.90    NaN    5.2     NaN  976.90 
736568.000000 1616.9 1622.2  967.81  968.20 1616.9 1622.2  967.81  968.20     3.4   -0.3  966.79  972.06    3.4   -0.3  966.79  972.06 
736573.000000 1631.8 1604.5  937.98  979.42 1631.8 1604.5  937.98  979.42    20.5   -5.2  936.31  976.32   20.5   -5.2  936.31  976.32 
736574.000000 1609.0 1607.6  995.93 1004.66 1609.0 1607.6  995.93 1004.66    -3.5   -7.5  995.06 1004.84   -3.5   -7.5  995.06 1004.84 
736575.000000 1606.0    NaN 1019.21     NaN 1606.0    NaN 1019.21     NaN    -7.5    NaN 1018.50     NaN   -7.5    NaN 1018.50     NaN 
736576.000000    NaN 1605.0     NaN  976.68    NaN 1605.0     NaN  976.68     NaN  -11.5     NaN  977.44    NaN  -11.5     NaN  977.44 
736579.000000 1598.4    NaN  959.19     NaN 1598.4    NaN  959.19     NaN   -16.0    NaN  958.96     NaN  -16.0    NaN  958.96     NaN 
736580.000000 1619.8 1621.8  972.54  967.77 1619.8 1621.8  972.54  967.77     4.5    8.1  972.82  967.08    4.5    8.1  972.82  967.08 
736581.000000 1596.3 1625.2  967.53  926.40 1596.3 1625.2  967.53  926.40   -18.0   11.0  966.78  925.96  -18.0   11.0  966.78  925.96 
736582.000000 1611.0 1612.1  925.37  924.94 1611.0 1612.1  925.37  924.94    -4.5   -5.5  925.69  926.21   -4.5   -5.5  925.69  926.21 
736583.000000 1627.7 1604.4  922.32  941.64 1627.7 1604.4  922.32  941.64    15.4  -11.1  920.82  942.11   15.4  -11.1  920.82  942.11 
736584.000000 1620.9    NaN  938.14     NaN 1620.9    NaN  938.14     NaN     5.7    NaN  938.21     NaN    5.7    NaN  938.21     NaN 
736586.000000 1601.9    NaN  970.36     NaN 1601.9    NaN  970.36     NaN   -12.7    NaN  970.27     NaN  -12.7    NaN  970.27     NaN 
736587.000000 1595.5 1601.9  974.82  975.26 1595.5 1601.9  974.82  975.26   -20.1  -14.1  975.25  975.93  -20.1  -14.1  975.25  975.93 
736588.000000 1609.2 1609.5  961.56  955.30 1609.2 1609.5  961.56  955.30    -6.5   -5.3  962.12  955.25   -6.5   -5.3  962.12  955.25 
736589.000000 1637.5 1608.0  946.08  960.74 1637.5 1608.0  946.08  960.74    22.0   -5.8  946.31  959.94   22.0   -5.8  946.31  959.94 
736590.000000 1609.0    NaN  958.76     NaN 1609.0    NaN  958.76     NaN    -3.9    NaN  957.15     NaN   -3.9    NaN  957.15     NaN 
736592.000000    NaN 1608.4     NaN  926.97    NaN 1608.4     NaN  926.97     NaN   -2.0     NaN  924.61    NaN   -2.0     NaN  924.61 
736593.000000 1619.6 1605.3  909.91  928.91 1619.6 1605.3  909.91  928.91     2.5   -8.7  911.00  928.71    2.5   -8.7  911.00  928.71 
736594.000000 1585.8 1613.2  957.17  937.65 1585.8 1613.2  957.17  937.65   -24.9   -0.5  954.58  936.93  -24.9   -0.5  954.58  936.93 
736595.000000 1611.7 1599.8  940.49  955.33 1611.7 1599.8  940.49  955.33    -4.7  -17.2  940.92  956.68   -4.7  -17.2  940.92  956.68 
736596.000000 1616.9 1619.5  943.15  951.22 1616.9 1619.5  943.15  951.22     1.7    4.7  943.41  950.96    1.7    4.7  943.41  950.96 
736597.000000    NaN 1610.6     NaN  944.06    NaN 1610.6     NaN  944.06     NaN   -4.2     NaN  943.92    NaN   -4.2     NaN  943.92 
736598.000000 1609.6 1593.3  938.63  956.33 1609.6 1593.3  938.63  956.33    -6.9  -19.4  939.41  954.96   -6.9  -19.4  939.41  954.96 
736599.000000    NaN 1621.4     NaN  910.41    NaN 1621.4     NaN  910.41     NaN    3.5     NaN  912.46    NaN    3.5     NaN  912.46 
736600.000000    NaN 1602.8     NaN  911.93    NaN 1602.8     NaN  911.93     NaN  -11.7     NaN  911.54    NaN  -11.7     NaN  911.54 
736601.000000    NaN 1606.1     NaN  979.65    NaN 1606.1     NaN  979.65     NaN  -10.2     NaN  979.95    NaN  -10.2     NaN  979.95 
736602.000000    NaN 1632.8     NaN  961.67    NaN 1632.8     NaN  961.67     NaN   16.4     NaN  962.93    NaN   16.4     NaN  962.93 
736604.000000 1627.2 1612.3  941.47  947.00 1627.2 1612.3  941.47  947.00    14.2   -1.2  940.22  946.13   14.2   -1.2  940.22  946.13 
736610.000000    NaN 1609.8     NaN  906.92    NaN 1609.8     NaN  906.92     NaN   -3.5     NaN  906.03    NaN   -3.5     NaN  906.03 
736611.000000 1634.0    NaN  907.78     NaN 1634.0    NaN  907.78     NaN    19.6    NaN  907.72     NaN   19.6    NaN  907.72     NaN 
736612.000000    NaN 1615.4     NaN  927.01    NaN 1615.4     NaN  927.01     NaN    6.6     NaN  923.80    NaN    6.6     NaN  923.80 
736613.000000 1603.0 1623.1  917.95  890.08 1603.0 1623.1  917.95  890.08    -9.6    9.9  916.09  889.57   -9.6    9.9  916.09  889.57 
736614.000000 1621.8 1617.3  876.24  883.88 1621.8 1617.3  876.24  883.88     6.4    0.9  876.52  884.74    6.4    0.9  876.52  884.74 
736615.000000 1612.8 1617.4  918.48  915.36 1612.8 1617.4  918.48  915.36    -6.2    2.4  921.56  915.15   -6.2    2.4  921.56  915.15 
736616.000000    NaN 1634.1     NaN  907.91    NaN 1634.1     NaN  907.91     NaN   21.3     NaN  906.67    NaN   21.3     NaN  906.67 
736643.000000 1617.5 1595.8  936.83  950.94 1617.5 1595.8  936.83  950.94     2.9  -16.7  936.51  949.91    2.9  -16.7  936.51  949.91 
736650.000000 1624.5    NaN  929.09     NaN 1624.5    NaN  929.09     NaN    14.5    NaN  926.51     NaN   14.5    NaN  926.51     NaN 
736651.000000 1593.7    NaN  905.26     NaN 1593.7    NaN  905.26     NaN   -17.5    NaN  903.54     NaN  -17.5    NaN  903.54     NaN 
736654.000000 1641.0    NaN  929.26     NaN 1641.0    NaN  929.26     NaN    27.2    NaN  928.87     NaN   27.2    NaN  928.87     NaN 
736670.000000    NaN 1626.6     NaN  855.99    NaN 1626.6     NaN  855.99     NaN   12.1     NaN  855.83    NaN   12.1     NaN  855.83 
736674.000000    NaN 1639.4     NaN  912.06    NaN 1639.4     NaN  912.06     NaN   21.4     NaN  913.51    NaN   21.4     NaN  913.51 
736678.000000 1656.1 1584.1  876.05  923.19 1656.1 1584.1  876.05  923.19    41.2  -32.1  875.88  923.70   41.2  -32.1  875.88  923.70 
736679.000000 1631.9    NaN  877.69     NaN 1631.9    NaN  877.69     NaN    13.9    NaN  879.01     NaN   13.9    NaN  879.01     NaN 
736680.000000 1637.4    NaN  840.40     NaN 1637.4    NaN  840.40     NaN    26.4    NaN  838.40     NaN   26.4    NaN  838.40     NaN 
736696.000000 1648.2 1611.6  845.49  870.21 1648.2 1611.6  845.49  870.21    34.2   -1.3  844.95  869.45   34.2   -1.3  844.95  869.45 
736699.000000 1640.8    NaN  878.05     NaN 1640.8    NaN  878.05     NaN    26.6    NaN  877.65     NaN   26.6    NaN  877.65     NaN 
736701.000000    NaN 1582.0     NaN  975.12    NaN 1582.0     NaN  975.12     NaN  -29.6     NaN  973.76    NaN  -29.6     NaN  973.76 
736709.000000 1602.1 1621.3  922.98  920.50 1602.1 1621.3  922.98  920.50    -7.2    2.3  920.35  922.18   -7.2    2.3  920.35  922.18 
736714.000000 1642.8 1604.0  941.28  965.89 1642.8 1604.0  941.28  965.89    28.7  -13.9  940.96  967.52   28.7  -13.9  940.96  967.52 
736717.000000    NaN 1647.2     NaN  969.95    NaN 1647.2     NaN  969.95     NaN   32.7     NaN  969.71    NaN   32.7     NaN  969.71 
736722.000000 1583.3 1632.3  948.98  902.52 1583.3 1632.3  948.98  902.52   -31.4   16.5  948.62  902.84  -31.4   16.5  948.62  902.84 
736723.000000    NaN 1639.6     NaN  922.44    NaN 1639.6     NaN  922.44     NaN   24.7     NaN  922.29    NaN   24.7     NaN  922.29 
736724.000000 1596.2    NaN  938.35     NaN 1596.2    NaN  938.35     NaN    -7.9    NaN  933.18     NaN   -7.9    NaN  933.18     NaN 
736730.000000 1627.4 1628.5  888.50  881.55 1627.4 1628.5  888.50  881.55     9.3   15.5  889.88  880.87    9.3   15.5  889.88  880.87 
736731.000000 1617.5 1641.2  877.75  864.54 1617.5 1641.2  877.75  864.54     3.3   26.7  877.44  864.20    3.3   26.7  877.44  864.20 
736732.000000 1637.7 1604.9  879.96  904.35 1637.7 1604.9  879.96  904.35    23.8  -15.0  879.44  906.91   23.8  -15.0  879.44  906.91 
736733.000000 1623.8 1605.3  899.15  911.51 1623.8 1605.3  899.15  911.51     9.0  -11.0  898.89  912.31    9.0  -11.0  898.89  912.31 
736742.000000    NaN 1587.0     NaN  933.67    NaN 1587.0     NaN  933.67     NaN  -30.6     NaN  935.24    NaN  -30.6     NaN  935.24 
736743.000000    NaN 1626.6     NaN  951.17    NaN 1626.6     NaN  951.17     NaN   11.2     NaN  951.28    NaN   11.2     NaN  951.28 
736745.000000    NaN 1616.4     NaN  881.55    NaN 1616.4     NaN  881.55     NaN    1.5     NaN  881.60    NaN    1.5     NaN  881.60 
736748.000000 1589.9    NaN 1035.22     NaN 1589.9    NaN 1035.22     NaN   -22.1    NaN 1033.81     NaN  -22.1    NaN 1033.81     NaN 
736753.000000    NaN 1609.6     NaN 1030.13    NaN 1609.6     NaN 1030.13     NaN   -7.7     NaN 1031.59    NaN   -7.7     NaN 1031.59 
736758.000000    NaN 1633.1     NaN 1027.17    NaN 1633.1     NaN 1027.17     NaN   16.4     NaN 1028.12    NaN   16.4     NaN 1028.12 
736763.000000 1608.5 1608.0  899.13  898.11 1608.5 1608.0  899.13  898.11    -7.1   -8.0  899.70  898.62   -7.1   -8.0  899.70  898.62 
736765.000000    NaN 1608.4     NaN  921.15    NaN 1608.4     NaN  921.15     NaN   -6.6     NaN  921.30    NaN   -6.6     NaN  921.30 
736766.000000 1613.9 1615.6  932.50  935.89 1613.9 1615.6  932.50  935.89    -0.6   -2.8  932.18  937.82   -0.6   -2.8  932.18  937.82 
736767.000000    NaN 1603.1     NaN  974.70    NaN 1603.1     NaN  974.70     NaN  -11.4     NaN  974.38    NaN  -11.4     NaN  974.38 
736768.000000    NaN 1615.8     NaN 1000.39    NaN 1615.8     NaN 1000.39     NaN    0.5     NaN 1000.61    NaN    0.5     NaN 1000.61 
736782.000000 1614.1 1619.7 1022.72 1016.11 1614.1 1619.7 1022.72 1016.11     2.2    4.4 1021.35 1016.03    2.2    4.4 1021.35 1016.03 
736788.000000 1616.4 1610.2  973.21  984.19 1616.4 1610.2  973.21  984.19    -0.5  -10.8  974.11  987.17   -0.5  -10.8  974.11  987.17 
736789.000000 1626.2 1595.7  972.15  998.62 1626.2 1595.7  972.15  998.62    11.3  -20.6  972.00  999.49   11.3  -20.6  972.00  999.49 
736791.000000 1635.4    NaN 1083.62     NaN 1635.4    NaN 1083.62     NaN    15.3    NaN 1086.65     NaN   15.3    NaN 1086.65     NaN 
736792.000000 1605.2 1607.4 1056.64 1048.67 1605.2 1607.4 1056.64 1048.67   -11.2   -4.5 1057.33 1046.70  -11.2   -4.5 1057.33 1046.70 
736794.000000 1625.3 1607.1 1080.51 1098.79 1625.3 1607.1 1080.51 1098.79    10.0   -8.4 1080.88 1098.88   10.0   -8.4 1080.88 1098.88 
736798.000000    NaN 1597.6     NaN  998.38    NaN 1597.6     NaN  998.38     NaN  -16.0     NaN  998.02    NaN  -16.0     NaN  998.02 
736802.000000 1626.8    NaN  966.63     NaN 1626.8    NaN  966.63     NaN    11.0    NaN  967.26     NaN   11.0    NaN  967.26     NaN 
736804.000000 1603.8 1606.3 1020.20 1028.63 1603.8 1606.3 1020.20 1028.63    -9.6  -10.7 1019.57 1029.77   -9.6  -10.7 1019.57 1029.77 
736805.000000 1593.1    NaN 1035.70     NaN 1593.1    NaN 1035.70     NaN   -22.7    NaN 1036.05     NaN  -22.7    NaN 1036.05     NaN 
736806.000000 1606.1    NaN 1020.47     NaN 1606.1    NaN 1020.47     NaN   -10.2    NaN 1020.98     NaN  -10.2    NaN 1020.98     NaN 
736807.000000 1612.1    NaN 1001.24     NaN 1612.1    NaN 1001.24     NaN    -7.6    NaN 1003.52     NaN   -7.6    NaN 1003.52     NaN 
736818.000000    NaN 1600.5     NaN 1056.80    NaN 1600.5     NaN 1056.80     NaN  -16.1     NaN 1057.74    NaN  -16.1     NaN 1057.74 
736828.000000 1616.0 1636.9 1096.91 1095.16 1616.0 1636.9 1096.91 1095.16    -0.2   20.0 1097.18 1096.25   -0.2   20.0 1097.18 1096.25 
736833.000000 1623.1    NaN  935.91     NaN 1623.1    NaN  935.91     NaN     8.5    NaN  935.53     NaN    8.5    NaN  935.53     NaN 
736835.000000    NaN 1624.1     NaN  943.91    NaN 1624.1     NaN  943.91     NaN    6.5     NaN  945.45    NaN    6.5     NaN  945.45 
736837.000000 1628.2    NaN 1030.30     NaN 1628.2    NaN 1030.30     NaN    17.0    NaN 1028.40     NaN   17.0    NaN 1028.40     NaN 
736839.000000 1605.9 1621.4 1014.56 1012.56 1605.9 1621.4 1014.56 1012.56    -9.2    4.5 1014.78 1013.78   -9.2    4.5 1014.78 1013.78 
736841.000000    NaN 1633.8     NaN 1044.58    NaN 1633.8     NaN 1044.58     NaN   17.5     NaN 1045.36    NaN   17.5     NaN 1045.36 
