%Date etc_1_am etc_1_pm slope_1_am slope_1_pm  etc_2_am etc_2_pm slope_2_am slope_2_pm detc_1_am detc_1_pm dslope_1_am dslope_1_pm  detc_2_am detc_2_pm dslope_2_am dslope_2_p
736940.000000 1612.1    NaN  963.54     NaN 1612.1    NaN  963.54     NaN   -12.0    NaN  965.55     NaN  -12.0    NaN  965.55     NaN 
736941.000000 1641.2 1647.3  937.66  933.11 1641.2 1647.3  937.66  933.11    21.2   23.6  937.68  935.10   21.2   23.6  937.68  935.10 
736943.000000    NaN 1616.2     NaN  954.30    NaN 1616.2     NaN  954.30     NaN  -12.6     NaN  959.38    NaN  -12.6     NaN  959.38 
736944.000000 1622.2    NaN  952.45     NaN 1622.2    NaN  952.45     NaN    -0.9    NaN  954.05     NaN   -0.9    NaN  954.05     NaN 
736948.000000 1627.7 1620.4  960.26  976.46 1627.7 1620.4  960.26  976.46     5.7   -2.4  961.20  977.60    5.7   -2.4  961.20  977.60 
736949.000000 1619.4    NaN  970.11     NaN 1619.4    NaN  970.11     NaN    -0.9    NaN  970.23     NaN   -0.9    NaN  970.23     NaN 
736950.000000 1635.4 1619.0  976.05  988.25 1635.4 1619.0  976.05  988.25    11.4   -3.1  977.96  988.88   11.4   -3.1  977.96  988.88 
736951.000000    NaN 1610.7     NaN  985.63    NaN 1610.7     NaN  985.63     NaN  -11.9     NaN  986.80    NaN  -11.9     NaN  986.80 
736960.000000 1611.9 1616.4  995.77  995.41 1611.9 1616.4  995.77  995.41    -5.8   -8.2  994.69  997.53   -5.8   -8.2  994.69  997.53 
736967.000000 1605.3 1622.0  980.63  973.80 1605.3 1622.0  980.63  973.80   -20.3   -0.2  983.36  974.91  -20.3   -0.2  983.36  974.91 
736969.000000 1619.5 1611.6  982.12  980.81 1619.5 1611.6  982.12  980.81    -2.6  -12.8  983.00  983.36   -2.6  -12.8  983.00  983.36 
736970.000000 1616.1 1630.0  987.75  988.14 1616.1 1630.0  987.75  988.14    -7.3    9.2  989.22  988.52   -7.3    9.2  989.22  988.52 
736971.000000 1635.4 1628.3  967.29  967.83 1635.4 1628.3  967.29  967.83    15.2    5.0  967.43  969.02   15.2    5.0  967.43  969.02 
736972.000000 1624.5 1631.2  962.70  961.11 1624.5 1631.2  962.70  961.11     2.1   13.4  963.94  960.12    2.1   13.4  963.94  960.12 
736973.000000 1621.8 1628.6  961.60  974.09 1621.8 1628.6  961.60  974.09    -1.3    6.2  963.31  975.44   -1.3    6.2  963.31  975.44 
736974.000000 1623.7 1643.3  975.60  960.82 1623.7 1643.3  975.60  960.82    -0.5   19.8  977.71  963.02   -0.5   19.8  977.71  963.02 
736975.000000 1641.8 1633.3  947.22  960.26 1641.8 1633.3  947.22  960.26    21.5    8.0  947.42  963.04   21.5    8.0  947.42  963.04 
736987.000000 1622.9 1630.8  942.58  932.65 1622.9 1630.8  942.58  932.65    -2.5    7.7  945.62  934.38   -2.5    7.7  945.62  934.38 
736988.000000 1610.6    NaN  917.31     NaN 1610.6    NaN  917.31     NaN   -14.4    NaN  920.02     NaN  -14.4    NaN  920.02     NaN 
736993.000000    NaN 1627.0     NaN  908.02    NaN 1627.0     NaN  908.02     NaN    5.1     NaN  909.20    NaN    5.1     NaN  909.20 
736997.000000 1604.3 1636.1  942.31  918.96 1604.3 1636.1  942.31  918.96   -16.4   13.5  942.63  920.87  -16.4   13.5  942.63  920.87 
736998.000000 1623.2 1615.2  944.04  957.38 1623.2 1615.2  944.04  957.38     1.0   -9.8  945.30  960.00    1.0   -9.8  945.30  960.00 
736999.000000 1630.0 1640.4  955.00  955.60 1630.0 1640.4  955.00  955.60     6.2   19.8  957.11  955.57    6.2   19.8  957.11  955.57 
737000.000000 1628.8 1599.5  935.52  951.76 1628.8 1599.5  935.52  951.76     5.8  -23.8  937.01  953.63    5.8  -23.8  937.01  953.63 
737001.000000    NaN 1614.3     NaN  936.15    NaN 1614.3     NaN  936.15     NaN   -8.9     NaN  938.06    NaN   -8.9     NaN  938.06 
737007.000000    NaN 1623.9     NaN 1004.66    NaN 1623.9     NaN 1004.66     NaN   -1.6     NaN 1007.58    NaN   -1.6     NaN 1007.58 
737009.000000 1623.8    NaN  949.36     NaN 1623.8    NaN  949.36     NaN    -8.3    NaN  955.42     NaN   -8.3    NaN  955.42     NaN 
737010.000000 1616.1    NaN  943.53     NaN 1616.1    NaN  943.53     NaN    -5.9    NaN  944.47     NaN   -5.9    NaN  944.47     NaN 
737013.000000 1610.2    NaN  979.23     NaN 1610.2    NaN  979.23     NaN   -10.8    NaN  979.69     NaN  -10.8    NaN  979.69     NaN 
737017.000000 1596.0    NaN 1012.31     NaN 1596.0    NaN 1012.31     NaN   -24.0    NaN 1012.56     NaN  -24.0    NaN 1012.56     NaN 
737018.000000 1630.3    NaN  981.31     NaN 1630.3    NaN  981.31     NaN    15.8    NaN  979.02     NaN   15.8    NaN  979.02     NaN 
737021.000000 1611.7    NaN  948.88     NaN 1611.7    NaN  948.88     NaN    -6.4    NaN  947.66     NaN   -6.4    NaN  947.66     NaN 
737035.000000    NaN 1620.9     NaN  930.86    NaN 1620.9     NaN  930.86     NaN   -4.4     NaN  933.45    NaN   -4.4     NaN  933.45 
737036.000000 1633.7    NaN  928.77     NaN 1633.7    NaN  928.77     NaN     8.6    NaN  931.14     NaN    8.6    NaN  931.14     NaN 
737037.000000 1618.1 1622.9  918.81  917.79 1618.1 1622.9  918.81  917.79    -0.8    1.3  918.25  918.53   -0.8    1.3  918.25  918.53 
737039.000000 1627.6    NaN  968.93     NaN 1627.6    NaN  968.93     NaN     4.8    NaN  970.36     NaN    4.8    NaN  970.36     NaN 
737043.000000 1649.9 1625.0  917.87  930.73 1649.9 1625.0  917.87  930.73    27.4    2.9  919.09  931.48   27.4    2.9  919.09  931.48 
737044.000000 1606.5    NaN  984.73     NaN 1606.5    NaN  984.73     NaN   -12.0    NaN  983.85     NaN  -12.0    NaN  983.85     NaN 
737048.000000 1609.8    NaN  933.37     NaN 1609.8    NaN  933.37     NaN    -9.0    NaN  932.78     NaN   -9.0    NaN  932.78     NaN 
737049.000000 1618.2    NaN  931.38     NaN 1618.2    NaN  931.38     NaN    -3.9    NaN  932.48     NaN   -3.9    NaN  932.48     NaN 
737057.000000    NaN 1610.4     NaN  940.73    NaN 1610.4     NaN  940.73     NaN   -5.7     NaN  938.84    NaN   -5.7     NaN  938.84 
737061.000000 1617.6 1639.9  988.02  973.33 1617.6 1639.9  988.02  973.33    -2.2   15.9  987.46  975.12   -2.2   15.9  987.46  975.12 
737062.000000 1637.3 1619.5  973.93  995.55 1637.3 1619.5  973.93  995.55    15.5   -1.3  974.91  995.65   15.5   -1.3  974.91  995.65 
737064.000000 1607.6 1640.5  950.67  939.34 1607.6 1640.5  950.67  939.34   -10.9   16.8  950.22  941.11  -10.9   16.8  950.22  941.11 
737065.000000 1640.8 1605.5  886.45  911.81 1640.8 1605.5  886.45  911.81    27.9  -14.9  883.01  912.18   27.9  -14.9  883.01  912.18 
737070.000000 1631.1 1622.9  919.33  925.36 1631.1 1622.9  919.33  925.36     9.0   -0.2  920.61  926.89    9.0   -0.2  920.61  926.89 
737072.000000    NaN 1604.3     NaN  932.56    NaN 1604.3     NaN  932.56     NaN  -20.8     NaN  934.82    NaN  -20.8     NaN  934.82 
737080.000000 1610.6 1619.4 1034.44 1016.32 1610.6 1619.4 1034.44 1016.32   -16.3   -5.7 1035.21 1016.46  -11.3   -0.7 1035.21 1016.46 
737085.000000 1642.2 1605.9  996.06 1016.09 1642.2 1605.9  996.06 1016.09     6.6  -22.9 1000.81 1017.95   11.6  -17.9 1000.81 1017.95 
737121.000000 1538.5    NaN  938.46     NaN 1537.4    NaN  938.89     NaN   -16.7    NaN  938.54     NaN  -18.2    NaN  939.27     NaN 
737124.000000 1568.4 1542.3  909.83  927.77 1566.8 1543.6  910.64  926.89    14.8  -13.0  908.92  928.16   13.4  -14.3  909.66  928.79 
737126.000000 1538.7    NaN  919.06     NaN 1535.8    NaN  920.62     NaN   -23.1    NaN  922.49     NaN  -25.2    NaN  923.45     NaN 
737127.000000 1557.6 1538.5  904.70  920.85 1555.9 1537.7  905.42  921.21    -0.1  -17.8  906.13  921.44   -2.5  -19.7  907.18  922.47 
737129.000000    NaN 1533.0     NaN 1003.57    NaN 1531.6     NaN 1003.88     NaN  -18.3     NaN 1001.20    NaN  -19.7     NaN 1001.79 
737130.000000    NaN 1565.0     NaN  993.94    NaN 1563.1     NaN  994.88     NaN    9.0     NaN  994.19    NaN    8.9     NaN  994.49 
737131.000000 1566.7    NaN 1002.47     NaN 1566.3    NaN 1002.76     NaN     8.5    NaN 1004.46     NaN    6.2    NaN 1005.73     NaN 
737132.000000    NaN 1577.6     NaN  978.69    NaN 1575.2     NaN  979.99     NaN   20.5     NaN  979.95    NaN   17.5     NaN  981.55 
737133.000000 1548.1    NaN  979.95     NaN 1544.4    NaN  981.81     NaN    -9.6    NaN  981.52     NaN  -11.4    NaN  982.72     NaN 
737139.000000 1550.2    NaN  966.72     NaN 1549.7    NaN  967.26     NaN    -9.7    NaN  969.67     NaN  -10.5    NaN  970.05     NaN 
737140.000000    NaN 1543.5     NaN  964.53    NaN 1542.9     NaN  964.89     NaN  -14.1     NaN  966.21    NaN  -17.5     NaN  967.66 
737141.000000 1541.0 1554.3  963.33  955.24 1539.8 1552.6  964.15  955.59    -9.5   -5.1  960.60  957.60  -11.1   -6.4  961.37  957.90 
737144.000000    NaN 1546.4     NaN 1081.15    NaN 1545.6     NaN 1081.63     NaN  -12.7     NaN 1084.00    NaN  -14.4     NaN 1084.95 
737149.000000    NaN 1571.0     NaN 1126.51    NaN 1569.5     NaN 1127.53     NaN   17.6     NaN 1126.06    NaN   14.8     NaN 1127.37 
737153.000000 1555.3    NaN 1032.54     NaN 1554.8    NaN 1032.83     NaN    -0.7    NaN 1033.05     NaN   -1.8    NaN 1033.80     NaN 
737155.000000 1522.7    NaN 1016.23     NaN 1522.3    NaN 1016.52     NaN   -28.6    NaN 1014.09     NaN  -29.6    NaN 1014.69     NaN 
737160.000000 1560.8 1561.7 1095.46 1091.47 1559.5 1560.5 1096.10 1092.09     6.9    4.1 1094.86 1092.51    6.0    3.5 1095.41 1092.80 
737161.000000 1571.3 1544.5 1079.14 1091.23 1569.7 1544.7 1079.78 1091.29    15.7   -9.1 1079.82 1090.80   14.1  -10.1 1080.61 1091.34 
737162.000000 1568.0    NaN 1116.69     NaN 1568.7    NaN 1116.26     NaN    13.5    NaN 1116.33     NaN   13.2    NaN 1116.61     NaN 
737163.000000 1561.7    NaN 1068.37     NaN 1560.8    NaN 1068.73     NaN     0.1    NaN 1072.06     NaN   -2.2    NaN 1073.46     NaN 
737164.000000    NaN 1575.1     NaN 1042.27    NaN 1573.6     NaN 1043.37     NaN   19.8     NaN 1041.99    NaN   20.2     NaN 1042.01 
737165.000000    NaN 1549.9     NaN 1072.46    NaN 1548.3     NaN 1073.16     NaN  -11.5     NaN 1075.62    NaN  -12.3     NaN 1076.01 
737166.000000 1574.4    NaN 1072.25     NaN 1571.2    NaN 1073.86     NaN    17.7    NaN 1073.07     NaN   16.3    NaN 1073.79     NaN 
737167.000000 1560.2    NaN 1111.24     NaN 1559.0    NaN 1111.78     NaN     4.1    NaN 1112.08     NaN    3.1    NaN 1112.76     NaN 
737175.000000    NaN 1551.1     NaN 1103.42    NaN 1549.6     NaN 1104.18     NaN   -2.9     NaN 1102.60    NaN   -4.9     NaN 1103.80 
737178.000000 1550.9    NaN 1087.98     NaN 1547.4    NaN 1089.81     NaN    -7.5    NaN 1089.59     NaN   -8.2    NaN 1089.77     NaN 
737183.000000 1531.8    NaN 1086.93     NaN 1531.4    NaN 1087.38     NaN   -24.1    NaN 1087.66     NaN  -25.3    NaN 1088.22     NaN 
737184.000000 1574.0 1564.4 1070.69 1065.29 1571.4 1562.4 1071.94 1066.35    14.6    3.2 1072.89 1068.31   14.4    2.0 1072.93 1068.85 
737187.000000    NaN 1546.7     NaN 1190.89    NaN 1545.0     NaN 1191.73     NaN  -12.8     NaN 1193.08    NaN  -14.4     NaN 1193.86 
737189.000000 1567.7    NaN 1125.01     NaN 1566.2    NaN 1125.75     NaN    18.0    NaN 1122.67     NaN   13.8    NaN 1124.58     NaN 
737190.000000 1555.3    NaN 1041.49     NaN 1554.0    NaN 1042.11     NaN    -1.2    NaN 1042.53     NaN   -2.9    NaN 1043.32     NaN 
737191.000000 1560.1 1561.3 1066.30 1077.60 1559.2 1561.7 1066.78 1077.35     3.3    6.0 1067.23 1077.74    1.5    5.8 1068.08 1077.60 
737193.000000 1560.4 1575.5 1035.51 1034.20 1557.7 1574.6 1037.20 1034.39     3.2   17.7 1037.20 1035.77    0.7   16.3 1038.44 1036.42 
737194.000000 1546.6    NaN 1051.17     NaN 1545.9    NaN 1051.56     NaN   -10.8    NaN 1052.22     NaN  -11.5    NaN 1052.62     NaN 
737195.000000    NaN 1542.0     NaN 1109.38    NaN 1541.9     NaN 1109.44     NaN  -11.5     NaN 1108.99    NaN  -12.9     NaN 1109.71 
737196.000000    NaN 1553.5     NaN 1136.81    NaN 1552.7     NaN 1137.25     NaN   -2.5     NaN 1137.38    NaN   -2.3     NaN 1137.33 
737198.000000 1571.4    NaN 1084.25     NaN 1571.1    NaN 1084.26     NaN    18.9    NaN 1083.02     NaN   18.9    NaN 1082.88     NaN 
737199.000000 1570.1    NaN 1096.90     NaN 1568.2    NaN 1097.92     NaN    15.2    NaN 1097.15     NaN   13.8    NaN 1097.81     NaN 
737200.000000 1551.8 1565.9 1092.15 1099.59 1550.2 1562.7 1093.24 1100.97   -11.2    8.4 1095.97 1100.73  -12.6    8.5 1096.77 1100.82 
737201.000000    NaN 1565.0     NaN 1114.57    NaN 1565.2     NaN 1114.51     NaN   10.9     NaN 1113.81    NaN    7.6     NaN 1115.81 
737207.000000    NaN 1537.6     NaN 1079.41    NaN 1534.6     NaN 1080.87     NaN  -19.2     NaN 1080.31    NaN  -20.4     NaN 1080.93 
737208.000000 1554.3 1561.1 1097.07 1084.46 1552.8 1561.1 1097.77 1084.31    -5.2   -2.0 1099.31 1088.64   -6.1   -3.6 1099.90 1089.25 
737209.000000 1561.1 1536.3 1068.09 1095.26 1560.8 1534.2 1068.38 1095.99     0.1  -17.2 1070.92 1094.29   -2.1  -20.0 1071.90 1095.42 
737211.000000    NaN 1559.5     NaN 1087.27    NaN 1559.0     NaN 1087.36     NaN    4.3     NaN 1087.30    NaN    3.5     NaN 1087.41 
737220.000000 1566.1 1532.0 1058.49 1097.61 1567.4 1530.1 1057.63 1098.70    17.4  -23.1 1054.84 1097.66   15.1  -24.7 1056.31 1098.68 
737221.000000 1573.9 1560.0 1054.76 1070.80 1573.7 1557.3 1054.93 1072.12    25.2    0.1 1050.78 1073.40   24.0   -1.8 1051.22 1074.25 
737223.000000 1540.1 1549.0 1031.56 1028.72 1539.6 1546.8 1031.68 1029.74   -15.7   -5.5 1031.64 1028.68  -16.9   -8.6 1032.35 1030.04 
737225.000000 1555.8    NaN 1071.77     NaN 1555.1    NaN 1072.21     NaN    -3.3    NaN 1073.76     NaN   -2.9    NaN 1073.73     NaN 
737226.000000 1564.3    NaN 1088.31     NaN 1564.7    NaN 1087.98     NaN    10.2    NaN 1087.90     NaN    9.3    NaN 1087.99     NaN 
737228.000000 1567.0    NaN 1082.03     NaN 1565.7    NaN 1082.74     NaN    14.6    NaN 1080.62     NaN   14.1    NaN 1080.86     NaN 
737231.000000 1534.4 1568.4 1026.33 1009.69 1534.0 1567.8 1026.49 1010.01   -20.1    4.7 1025.92 1013.85  -21.5    4.5 1026.43 1013.75 
737232.000000    NaN 1538.4     NaN 1024.39    NaN 1537.2     NaN 1025.28     NaN  -19.7     NaN 1026.17    NaN  -20.6     NaN 1026.92 
737233.000000 1551.1 1568.2 1022.54  993.77 1549.6 1564.2 1023.42  996.15   -15.0   -0.3 1028.06 1001.19  -18.5   -0.6 1030.07 1001.42 
737234.000000 1573.4 1543.3  991.77 1012.21 1571.9 1542.5  992.45 1012.52    17.4  -16.7  992.08 1014.51   16.1  -18.2  992.45 1015.47 
737235.000000    NaN 1547.4     NaN 1004.68    NaN 1545.8     NaN 1005.65     NaN   -7.8     NaN 1004.86    NaN   -8.6     NaN 1005.12 
737236.000000    NaN 1564.8     NaN 1014.38    NaN 1564.1     NaN 1014.96     NaN    4.7     NaN 1017.35    NaN    4.6     NaN 1017.41 
737237.000000 1562.0 1569.1  990.60  995.21 1560.7 1566.2  991.21  996.66     0.7   11.1  993.97  996.87   -1.6    9.8  995.06  997.51 
737238.000000 1560.8    NaN  985.24     NaN 1558.7    NaN  986.06     NaN     4.4    NaN  985.72     NaN    3.7    NaN  986.12     NaN 
737239.000000 1568.8 1546.0  976.06 1013.45 1567.6 1544.3  976.71 1014.28     5.0   -6.7  980.69 1012.13    4.0   -9.4  981.34 1013.47 
737241.000000 1545.0 1572.9 1054.09 1032.60 1543.1 1570.3 1055.00 1033.96   -10.3   13.0 1054.06 1035.33  -11.4   11.7 1054.67 1035.93 
737242.000000 1557.0 1562.2 1007.76 1009.19 1555.5 1561.9 1008.50 1009.46    -4.4    4.3 1011.02 1010.90   -6.0    3.0 1012.17 1011.43 
737243.000000 1553.2 1561.4 1008.63 1018.51 1553.6 1561.1 1008.52 1018.85    -6.5    6.2 1011.04 1018.48   -7.9    7.0 1011.75 1018.44 
737248.000000 1551.4    NaN 1018.19     NaN 1551.5    NaN 1018.11     NaN    -1.9    NaN 1017.38     NaN   -4.3    NaN 1018.44     NaN 
737256.000000    NaN 1546.4     NaN 1026.69    NaN 1545.7     NaN 1026.84     NaN   -9.1     NaN 1027.30    NaN   -9.9     NaN 1027.72 
737257.000000 1538.6 1561.6 1020.06 1017.55 1538.6 1560.6 1020.11 1018.20   -16.3    6.5 1019.99 1017.64  -16.6    5.9 1020.02 1017.96 
737258.000000 1557.4 1568.3 1006.19 1003.65 1555.9 1566.8 1006.99 1004.36    -2.9    7.7 1008.67 1006.69   -3.7    6.2 1009.05 1007.52 
737259.000000 1578.0    NaN  973.15     NaN 1576.0    NaN  973.97     NaN    24.6    NaN  972.26     NaN   23.0    NaN  972.97     NaN 
737263.000000 1570.0    NaN  991.14     NaN 1569.4    NaN  991.15     NaN    15.4    NaN  990.70     NaN   13.8    NaN  991.72     NaN 
737268.000000 1540.7    NaN  983.89     NaN 1538.7    NaN  985.00     NaN   -18.5    NaN  986.42     NaN  -20.5    NaN  987.53     NaN 
737273.000000 1561.9 1562.0  991.94 1003.90 1561.2 1560.5  992.31 1004.65     3.5    5.7  993.67 1004.22    3.4    2.7  994.00 1005.90 
737274.000000 1556.4 1559.1 1001.21 1008.98 1553.7 1558.2 1002.66 1009.31    -1.2    0.2 1002.55 1011.31   -1.1   -1.8 1002.50 1012.12 
737275.000000 1542.8    NaN 1004.44     NaN 1541.4    NaN 1005.27     NaN   -15.4    NaN 1005.90     NaN  -17.0    NaN 1006.67     NaN 
737281.000000 1544.4 1543.6 1004.66 1008.85 1542.9 1540.8 1005.33 1010.28   -11.2  -17.2 1005.08 1012.15  -10.9  -18.3 1004.85 1012.54 
737282.000000 1574.2 1555.9  977.12 1000.95 1572.0 1554.0  978.16 1001.84    16.3    0.7  978.09 1001.42   15.4   -2.1  978.63 1002.50 
737283.000000 1557.6 1553.3 1000.54 1020.32 1557.3 1552.3 1000.76 1020.78    -0.7   -6.5 1002.14 1022.58   -2.0   -6.2 1002.73 1022.49 
737287.000000 1570.4 1561.2  973.40  988.15 1568.3 1560.5  974.47  988.40    11.8    6.0  974.89  987.76    9.7    5.0  975.70  988.29 
737288.000000 1538.9 1564.5 1009.85 1003.65 1537.4 1564.9 1010.81 1003.56   -22.0    6.6 1012.79 1005.15  -22.7    6.4 1013.18 1005.48 
737289.000000 1559.9    NaN  997.94     NaN 1558.9    NaN  998.18     NaN     3.8    NaN  998.64     NaN    1.9    NaN  999.31     NaN 
737290.000000 1558.0 1555.6  981.26  984.60 1557.1 1554.3  981.66  985.26    -0.2    0.9  982.55  984.50   -1.0   -0.5  982.87  985.02 
737292.000000 1572.3 1576.0  943.99  955.61 1571.5 1575.6  944.20  955.94    17.1   14.4  944.33  959.36   16.3   14.3  944.60  959.53 
737293.000000 1557.9    NaN  962.25     NaN 1556.0    NaN  962.97     NaN     5.4    NaN  960.67     NaN    4.1    NaN  961.19     NaN 
737295.000000 1567.6 1574.0  953.62  959.19 1568.0 1573.3  953.68  959.57    13.2   12.7  953.19  962.86   12.8   12.0  953.43  963.09 
737296.000000 1564.0 1562.3  959.16  971.60 1562.3 1560.8  959.99  972.33     4.9    4.2  961.35  972.93    2.4    2.7  962.39  973.63 
737297.000000 1559.2 1566.0  978.40  984.88 1557.1 1565.2  979.32  985.17     5.1    7.6  978.18  987.13    3.3    8.5  978.93  986.78 
737298.000000    NaN 1558.2     NaN 1003.44    NaN 1557.1     NaN 1003.98     NaN    6.6     NaN 1001.49    NaN    4.8     NaN 1002.66 
737299.000000 1547.5 1552.5  999.04 1003.64 1547.3 1553.1  999.29 1003.26    -5.1   -0.5  997.88 1002.81   -5.7   -0.2  998.19 1002.74 
737300.000000    NaN 1557.6     NaN  977.11    NaN 1555.3     NaN  978.08     NaN   -1.9     NaN  979.35    NaN   -5.7     NaN  981.36 
737301.000000    NaN 1557.1     NaN  984.95    NaN 1554.6     NaN  986.03     NaN   -2.0     NaN  986.93    NaN   -2.4     NaN  987.03 
737302.000000    NaN 1553.9     NaN  994.70    NaN 1551.0     NaN  996.42     NaN   -6.9     NaN  997.97    NaN   -7.6     NaN  998.39 
737303.000000 1561.1 1564.9  982.92  999.09 1560.7 1565.9  982.96  998.64     1.9    9.5  985.11  998.95   -0.0   10.1  986.02  998.66 
737304.000000 1561.3 1563.3  979.00  983.38 1560.6 1562.1  979.30  983.94     8.3    6.3  977.99  984.42    6.9    5.9  978.80  984.66 
737305.000000 1552.4 1573.3  983.43  972.83 1552.2 1573.0  983.60  972.97    -4.7   15.5  984.83  974.45   -5.9   14.1  985.54  975.05 
737309.000000    NaN 1558.7     NaN  992.84    NaN 1557.4     NaN  993.52     NaN    3.2     NaN  992.65    NaN    1.6     NaN  993.18 
737310.000000 1564.6    NaN 1006.49     NaN 1563.1    NaN 1007.05     NaN     5.2    NaN 1009.38     NaN    2.0    NaN 1010.64     NaN 
737311.000000    NaN 1569.3     NaN  995.49    NaN 1568.6     NaN  995.90     NaN   12.4     NaN  996.37    NaN   11.8     NaN  996.87 
737312.000000 1566.9    NaN  971.53     NaN 1565.5    NaN  972.16     NaN    10.3    NaN  972.49     NaN   11.4    NaN  972.05     NaN 
737313.000000 1538.2    NaN  998.04     NaN 1537.0    NaN  998.60     NaN   -18.9    NaN  999.07     NaN  -19.0    NaN  999.03     NaN 
737314.000000 1572.9 1559.1  974.86  992.80 1572.0 1556.3  975.57  994.08    12.5   -2.6  978.14  996.05   13.2   -4.3  977.79  996.86 
737319.000000 1549.4 1551.9  953.84  967.70 1549.4 1551.5  953.79  967.77    -6.7   -5.8  954.57  969.27   -8.8   -6.8  955.46  969.83 
737320.000000 1557.1 1573.6  961.73  954.39 1556.9 1572.0  961.77  955.22    -1.3   14.5  963.75  956.87   -1.7   13.2  963.89  957.55 
737321.000000 1539.0 1555.5  979.95  964.46 1536.2 1554.3  981.26  965.21   -18.6   -1.4  981.60  965.84  -18.3   -3.5  981.22  966.80 
737324.000000 1566.1 1561.9  942.53  945.87 1565.2 1561.2  942.76  946.25     6.5    5.9  945.04  946.58    4.7    5.1  945.74  946.95 
737325.000000 1550.3 1576.3  950.33  938.28 1548.5 1574.5  951.23  938.88    -7.0   17.1  951.35  940.42   -8.5   14.7  952.17  941.39 
737328.000000 1563.0 1569.9  944.02  941.95 1563.2 1568.9  943.73  942.37     8.6   12.1  943.76  943.49    7.6   11.0  944.03  943.86 
737329.000000 1563.1    NaN  939.66     NaN 1562.0    NaN  940.35     NaN     9.1    NaN  939.84     NaN    8.2    NaN  940.16     NaN 
737336.000000 1550.9 1560.5  968.12  953.15 1550.1 1559.6  968.62  953.41   -11.5   -0.9  972.43  956.60  -10.9   -2.2  971.92  957.15 
737345.000000 1537.6 1574.2  953.07  926.52 1536.6 1573.5  953.33  926.87   -15.7   13.3  952.12  930.20  -18.0   12.1  953.33  930.58 
737346.000000 1535.5 1564.9  911.29  881.78 1533.8 1563.8  912.31  882.24   -22.4    7.5  913.60  883.39  -23.9    6.7  914.19  883.55 
737348.000000 1542.1 1544.8  851.59  849.91 1541.1 1543.5  852.03  850.15   -16.0  -18.5  853.19  854.59  -17.1  -19.6  853.68  855.01 
737349.000000 1530.4 1544.1  869.76  868.73 1530.1 1541.4  869.54  870.31   -24.5  -17.3  869.65  872.52  -27.4  -18.9  870.90  873.37 
737350.000000    NaN 1553.9     NaN  893.77    NaN 1552.5     NaN  894.40     NaN   -5.5     NaN  896.58    NaN   -7.2     NaN  897.41 
737364.000000 1564.1    NaN  986.55     NaN 1561.2    NaN  988.14     NaN    -2.3    NaN  987.40     NaN   -3.5    NaN  987.90     NaN 
737366.000000    NaN 1543.0     NaN  939.44    NaN 1540.1     NaN  940.89     NaN  -23.5     NaN  939.87    NaN  -25.5     NaN  940.88 
737367.000000 1567.0 1557.6  923.84  925.63 1565.2 1554.7  924.71  926.90    -1.9  -10.1  925.63  927.13   -3.6  -11.6  926.47  927.78 
737368.000000    NaN 1591.3     NaN  914.46    NaN 1589.2     NaN  915.39     NaN   24.2     NaN  915.63    NaN   21.1     NaN  917.19 
737369.000000 1572.4    NaN  919.83     NaN 1570.1    NaN  920.78     NaN     3.8    NaN  921.66     NaN    0.7    NaN  923.13     NaN 
737370.000000 1562.3 1563.6  910.67  909.62 1559.7 1561.3  911.77  910.87    -2.1   -1.1  910.23  909.64   -3.4   -2.9  910.64  910.54 
737371.000000 1572.9 1553.0  886.82  898.81 1572.6 1550.7  886.75  899.85     4.4  -13.1  888.83  899.31    4.3  -14.7  888.53  900.07 
737372.000000 1560.0 1565.5  879.19  872.69 1559.4 1563.5  879.47  873.64    -3.6   -2.1  878.74  874.05   -6.1   -5.1  880.01  875.51 
737373.000000 1586.7 1586.7  860.09  854.89 1584.2 1583.8  861.21  856.26    21.6   22.7  860.19  854.30   18.7   20.4  861.56  855.31 
737374.000000 1580.9 1556.4  846.90  869.92 1578.9 1553.6  847.64  871.23    16.4   -8.6  846.40  870.16   14.1  -11.8  847.40  871.52 
737375.000000 1573.2    NaN  872.17     NaN 1570.0    NaN  873.41     NaN     5.5    NaN  873.22     NaN    4.6    NaN  873.45     NaN 
737384.000000 1548.2    NaN  849.69     NaN 1545.6    NaN  850.84     NaN   -19.0    NaN  850.74     NaN  -21.6    NaN  851.97     NaN 
737389.000000 1546.3 1590.6  854.20  813.69 1544.2 1588.4  854.84  814.56   -23.9   25.4  856.67  813.75  -25.4   23.1  857.06  814.76 
737392.000000 1575.0    NaN  818.90     NaN 1572.1    NaN  820.07     NaN     5.7    NaN  820.71     NaN    5.2    NaN  821.04     NaN 
737396.000000 1567.1 1579.3  839.44  833.28 1565.1 1576.6  840.32  834.76    -0.4   13.9  840.97  833.62   -3.4   11.8  842.16  834.65 
737397.000000 1547.6 1580.0  854.51  839.07 1544.3 1580.0  856.00  838.99   -17.8   10.4  854.52  841.43  -19.9    9.0  855.57  841.99 
737398.000000 1555.5    NaN  845.34     NaN 1553.9    NaN  846.01     NaN   -14.5    NaN  847.66     NaN  -13.4    NaN  846.98     NaN 
737399.000000 1585.0    NaN  848.52     NaN 1584.0    NaN  849.06     NaN    21.9    NaN  847.42     NaN   18.5    NaN  848.88     NaN 
