%Date etc_1_am etc_1_pm slope_1_am slope_1_pm  etc_2_am etc_2_pm slope_2_am slope_2_pm
737456.000000 1647.0    NaN  823.66     NaN 1641.1    NaN  825.46     NaN 
737459.000000 1609.2    NaN  924.76     NaN 1603.2    NaN  926.68     NaN 
737460.000000 1632.5 1612.3  811.63  829.58 1625.2 1605.4  814.22  831.99 
737461.000000 1644.5 1607.2  812.65  832.05 1638.5 1601.5  814.49  833.56 
737462.000000 1623.6    NaN  824.14     NaN 1617.8    NaN  825.84     NaN 
737465.000000 1634.5    NaN  930.54     NaN 1628.2    NaN  932.56     NaN 
737466.000000 1601.3 1642.7  925.57  886.24 1593.1 1635.3  928.88  888.77 
737469.000000 1606.8 1618.2  864.27  849.52 1598.3 1611.9  867.30  851.55 
737476.000000 1638.8    NaN  956.51     NaN 1631.9    NaN  958.79     NaN 
737477.000000 1591.3    NaN  871.75     NaN 1583.5    NaN  874.73     NaN 
737478.000000    NaN 1610.0     NaN  842.06    NaN 1603.4     NaN  844.20 
737480.000000 1628.1    NaN  876.30     NaN 1621.4    NaN  878.45     NaN 
737481.000000 1639.0 1602.5  839.47  868.48 1632.7 1596.0  841.55  870.62 
737485.000000 1600.8 1624.6  836.20  827.62 1594.5 1618.2  838.30  829.37 
737488.000000 1612.5 1624.9  840.05  833.05 1606.0 1618.6  842.09  835.11 
737489.000000 1620.5    NaN  825.59     NaN 1613.7    NaN  827.78     NaN 
737493.000000 1640.7 1635.1  845.43  840.87 1634.2 1629.8  847.74  842.30 
737494.000000 1640.3 1623.5  827.58  845.13 1634.1 1618.1  829.44  846.68 
737495.000000 1634.3 1635.4  841.74  847.88 1628.1 1628.9  843.87  850.05 
737496.000000 1631.4 1633.2  859.97  863.56 1624.8 1626.5  862.12  865.63 
737497.000000    NaN 1628.2     NaN  902.18    NaN 1622.0     NaN  904.18 
737499.000000    NaN 1621.3     NaN  923.96    NaN 1612.7     NaN  927.26 
737500.000000 1589.1    NaN  942.91     NaN 1581.6    NaN  945.64     NaN 
737503.000000 1624.6 1622.2  974.03  982.71 1617.6 1615.8  976.63  984.92 
737527.000000 1595.5    NaN 1072.79     NaN 1588.4    NaN 1075.31     NaN 
737534.000000 1642.3    NaN 1003.98     NaN 1636.1    NaN 1005.92     NaN 
737536.000000    NaN 1604.5     NaN 1141.89    NaN 1596.0     NaN 1144.97 
737546.000000 1629.9 1634.4 1044.79 1082.70 1622.2 1628.4 1047.72 1084.57 
737570.000000 1608.6 1624.3 1070.99 1056.37 1599.6 1615.0 1074.01 1059.21 
737571.000000    NaN 1623.7     NaN 1024.01    NaN 1613.5     NaN 1027.27 
737574.000000 1630.9 1625.4 1027.49 1056.24 1619.9 1615.9 1031.80 1059.10 
737576.000000    NaN 1623.3     NaN 1080.85    NaN 1611.4     NaN 1085.07 
737577.000000    NaN 1627.7     NaN 1094.86    NaN 1616.8     NaN 1098.46 
737581.000000 1624.6    NaN 1027.37     NaN 1615.3    NaN 1030.25     NaN 
737582.000000    NaN 1622.5     NaN 1041.72    NaN 1613.3     NaN 1044.43 
737589.000000 1631.6    NaN 1052.16     NaN 1620.7    NaN 1055.92     NaN 
737590.000000 1615.3    NaN 1013.33     NaN 1603.7    NaN 1017.91     NaN 
737591.000000 1628.7 1607.1  961.74  979.23 1618.9 1597.7  964.97  981.97 
737592.000000 1613.7 1640.7  992.78  967.00 1605.4 1630.5  995.40  970.19 
737593.000000 1624.9    NaN  964.84     NaN 1614.9    NaN  968.62     NaN 
737594.000000 1637.6    NaN  936.70     NaN 1627.9    NaN  939.73     NaN 
737595.000000 1638.5 1624.1  943.90  957.50 1627.3 1614.5  947.98  960.57 
737596.000000 1636.4    NaN  948.52     NaN 1627.1    NaN  951.73     NaN 
737597.000000 1624.2 1616.0  978.84  995.00 1614.2 1606.6  982.03  998.02 
737598.000000 1632.2    NaN  982.73     NaN 1623.0    NaN  985.78     NaN 
737599.000000 1624.2 1614.7 1001.74 1029.05 1612.0 1605.4 1006.24 1031.94 
737600.000000 1626.1    NaN 1002.78     NaN 1616.1    NaN 1006.47     NaN 
737601.000000 1633.8    NaN  965.07     NaN 1624.7    NaN  967.93     NaN 
737602.000000    NaN 1632.1     NaN  993.53    NaN 1622.2     NaN  996.73 
737603.000000 1607.0 1642.6 1010.59  995.21 1598.1 1633.4 1013.64  998.15 
737604.000000 1614.0    NaN  996.68     NaN 1604.5    NaN  999.75     NaN 
737605.000000 1616.0 1638.5 1010.87  987.33 1607.2 1628.6 1013.86  990.37 
737606.000000 1638.2 1617.4  968.98  997.47 1628.9 1608.9  972.00 1000.16 
