%date dayj clear_AM clear_PM
735770.000000 171 1 1
735771.000000 172 1 0
735772.000000 173 1 0
735773.000000 174 1 1
735774.000000 175 1 1
735775.000000 176 1 1
735776.000000 177 1 1
735777.000000 178 1 1
735778.000000 179 1 1
735779.000000 180 0 0
735780.000000 181 0 0
735781.000000 182 0 0
735782.000000 183 0 1
735783.000000 184 0 0
735784.000000 185 0 0
735785.000000 186 0 0
735786.000000 187 1 1
735787.000000 188 1 1
735788.000000 189 1 1
735789.000000 190 1 1
735790.000000 191 0 0
735791.000000 192 0 0
735792.000000 193 0 0
735793.000000 194 1 1
735794.000000 195 1 1
735795.000000 196 1 0
735796.000000 197 1 1
735797.000000 198 1 1
735798.000000 199 0 0
735799.000000 200 1 1
735800.000000 201 0 0
735801.000000 202 0 0
735802.000000 203 1 1
735803.000000 204 1 1
735804.000000 205 1 1
735805.000000 206 1 1
735806.000000 207 1 1
735807.000000 208 1 1
735808.000000 209 1 1
735809.000000 210 1 1
735810.000000 211 1 1
735811.000000 212 0 0
735812.000000 213 0 1
735813.000000 214 1 1
735814.000000 215 1 1
735815.000000 216 1 1
735816.000000 217 1 0
735817.000000 218 0 0
735818.000000 219 0 0
735819.000000 220 0 1
735820.000000 221 1 1
735821.000000 222 1 1
735822.000000 223 1 1
735823.000000 224 0 1
735824.000000 225 1 1
735825.000000 226 1 1
735826.000000 227 1 1
735827.000000 228 1 1
735828.000000 229 0 0
735829.000000 230 1 1
735830.000000 231 0 0
735831.000000 232 0 0
735832.000000 233 0 0
735833.000000 234 1 1
735834.000000 235 1 1
735835.000000 236 1 1
735836.000000 237 1 1
735837.000000 238 0 0
735839.000000 240 0 0
735840.000000 241 0 0
735841.000000 242 0 0
735842.000000 243 1 0
735843.000000 244 0 1
735844.000000 245 1 1
735845.000000 246 1 0
735846.000000 247 0 0
735847.000000 248 1 1
735848.000000 249 0 0
735849.000000 250 1 1
735850.000000 251 1 1
735851.000000 252 0 0
735852.000000 253 0 0
735853.000000 254 0 0
735854.000000 255 0 0
735855.000000 256 0 0
735857.000000 258 0 0
735858.000000 259 0 0
735859.000000 260 0 0
735860.000000 261 0 0
735861.000000 262 0 0
735862.000000 263 0 0
735863.000000 264 0 0
735864.000000 265 1 1
735865.000000 266 1 1
735866.000000 267 1 1
735867.000000 268 0 0
735868.000000 269 0 0
735869.000000 270 1 1
735870.000000 271 1 1
735871.000000 272 0 0
735872.000000 273 0 1
